Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.7393530816744426,0.9874406006131554,-0.0011249860780816626,0.007465637498112541,-0.009682838352641495,1.7601490759245126,0.13559589686112422
0.7393992281928564,0.9874401697815659,-0.001043728420815562,0.00747167108817358,-0.008989180841244386,1.7615581384837449,0.12589624405511537
0.7394452259400405,0.9874397722363596,-0.0009626703724825671,0.007477239119781688,-0.008295949898939165,1.7628603537511613,0.11619937915930631
0.7394910797697625,0.9874394077112796,-0.0008818086670151199,0.007482345177858689,-0.0076032230414254595,1.7640561130302537,0.106506648144862
0.7395367945786674,0.9874390759465593,-0.000801139880057147,0.007486992769747594,-0.006911075439790815,1.765145829464729,0.09681936174818545
0.739582375147637,0.9874387766901626,-0.0007206607113285548,0.007491185307505886,-0.006219582323091743,1.7661299331903884,0.08713882904544602
0.7396278263808493,0.9874385096961612,-0.0006403675651994586,0.007494926130299228,-0.005528815361295407,1.7670088758884646,0.07746630678086205
0.7396731528797322,0.9874382747273183,-0.0005602573057750829,0.007498218467904099,-0.00483884914526718,1.767783121516324,0.06780309006165319
0.7397183594957707,0.9874380715518402,-0.00048032628286872177,0.00750106548590477,-0.004149752795208557,1.7684531562332826,0.05815039482305552
0.7397634509030175,0.9874378999458048,-0.00040057108982233117,0.007503470251388257,-0.0034615964717479666,1.7690194796499388,0.04850944897758749
0.7398084317627308,0.9874377596921753,-0.0003209882751799808,0.007505435746480992,-0.0027744488864884153,1.7694826073262513,0.038881457532332186
0.7398533065863133,0.9874376505811203,-0.00024157458771797177,0.0075069648636024375,-0.002088379410766975,1.7698430689772062,0.02926763211709848
0.7398980800360344,0.9874375724091516,-0.00016232644677738838,0.007508060417297095,-0.001403453494050688,1.7701014105930883,0.019669126767080155
0.7399427565855804,0.9874375249799543,-0.00008324054537954573,0.007508725132359578,-0.0007197378680485287,1.770258190979675,0.010087110830381052
0.7399873407412443,0.9874375081037988,-0.000004313461200290602,0.0075089616518455695,-0.000037297181290817474,1.770313982993797,0.0005227217958740579
0.7400318368756353,0.9874375215976069,0.00007445804671642067,0.007508772535933966,0.0006438034399212881,1.7702693726309031,-0.009022898827972081
0.7400763245815004,0.987437565384328,0.00015321042134205882,0.007508158868973332,0.001324651426334699,1.7701246298651456,-0.01856476462846538
0.7401209016545904,0.9874376396345067,0.00023211229994286092,0.007507118275423265,0.0020066119943875776,1.7698792406349273,-0.028121780926132177
0.7401655725057112,0.9874377445285243,0.00031116694645471504,0.007505648252222725,0.0026896194362792175,1.76953269346634,-0.03769279615102466
0.740210341613145,0.9874378802533503,0.0003903776893091865,0.007503746214530546,0.0033736076162406907,1.7690844908557435,-0.04727665031917953
0.7402552134366992,0.9874380470023602,0.0004697477670430059,0.007501409498496039,0.004058508643805801,1.7685341505216243,-0.0568721564603112
0.7403001924361928,0.9874382449752915,0.0005492803587987008,0.00749863536209812,0.004744253147361058,1.7678812062055096,-0.06647810447741842
0.7403452831615515,0.9874384743786616,0.0006289787413369485,0.0074954209795412285,0.005430771637839087,1.7671252069615908,-0.0760932802755862
0.7403904903349295,0.9874387354265026,0.0007088464315343773,0.007491763431201619,0.006117995740189578,1.7662657154117953,-0.08571648302123958
0.7404358184665139,0.9874390283382593,0.0007888865051020619,0.007487659733350271,0.00680585233970047,1.7653023153534777,-0.09534644319566182
0.740481272291575,0.9874393533412512,0.0008691023664059456,0.007483106803927617,0.007494270220103253,1.764234604339543,-0.10498191558523177
0.740526856440331,0.9874397106686577,0.0009494971629799714,0.007478101491064672,0.008183175043368192,1.7630622010021366,-0.11462160902890153
0.7405725756940553,0.9874401005613355,0.0010300742350915916,0.007472640547914345,0.008872493223608661,1.7617847397790007,-0.12426424068029536
0.740618434834749,0.9874405232668056,0.0011108368478977208,0.007466720647165133,0.009562149643000865,1.7604018749506483,-0.1339085040765553
0.7406644386533491,0.9874409790392386,0.0011917882036012917,0.007460338381565743,0.010252067776923765,1.7589132813901016,-0.14355307094343497
0.7407105918965393,0.9874414681387975,0.0012729313456774252,0.007453490273455164,0.010942168903270044,1.75731865740499,-0.1531965802078087
0.7407568995357497,0.987441990834505,0.0013542696293182663,0.007446172734978977,0.01163237612439003,1.7556177161003468,-0.16283769425498143
0.7408033663954404,0.9874425474003233,0.0014358060653892042,0.007438382123329013,0.012322608809756348,1.7538101988662385,-0.17247502132770895
0.740849997383901,0.9874431381175316,0.0015175437238947632,0.007430114707831325,0.01301278605561627,1.7518958683246917,-0.1821071639444537
